,Package,Sub_package,Prop_type,Difficulty_level,Holiday Package
1582,ayurvedic,choorna swedana,resorts,intermediate,ayurvedic_package_279
1583,ayurvedic,janu vasti,resorts,intermediate,ayurvedic_package_280
1584,ayurvedic,udh warthana,resorts,intermediate,ayurvedic_package_281
1585,ayurvedic,lepam,resorts,intermediate,ayurvedic_package_282
1586,ayurvedic,nijavarakizi,resorts,intermediate,ayurvedic_package_283
1587,ayurvedic,kati vasti,resorts,intermediate,ayurvedic_package_284
1588,ayurvedic,thalapizhichil,resorts,intermediate,ayurvedic_package_285
1589,ayurvedic,siro vasthy,resorts,intermediate,ayurvedic_package_286
1590,ayurvedic,snehapanam,resorts,intermediate,ayurvedic_package_287
1591,ayurvedic,swedana karma,resorts,intermediate,ayurvedic_package_288
1592,ayurvedic,oil message,resorts,intermediate,ayurvedic_package_289
1593,ayurvedic,elakizi,resorts,intermediate,ayurvedic_package_290
1594,ayurvedic,polikizi,resorts,intermediate,ayurvedic_package_291
1595,ayurvedic,nasyam,resorts,intermediate,ayurvedic_package_292
1596,ayurvedic,virechanam,resorts,intermediate,ayurvedic_package_293
1597,ayurvedic,vasathy,resorts,intermediate,ayurvedic_package_294
1598,ayurvedic,tharpanam,resorts,intermediate,ayurvedic_package_295
1599,ayurvedic,vamana,resorts,intermediate,ayurvedic_package_296
1600,ayurvedic,rakthamoksham,resorts,intermediate,ayurvedic_package_297
1601,ayurvedic,snehana karma,resorts,intermediate,ayurvedic_package_298
1602,ayurvedic,lifestyle disorder ,resorts,intermediate,ayurvedic_package_299
1603,ayurvedic,herbology,resorts,intermediate,ayurvedic_package_300
1604,therapy,reiki,resorts,intermediate,therapy_package_280
1605,therapy,accupunture,resorts,intermediate,therapy_package_281
1606,therapy,aromatherapy,resorts,intermediate,therapy_package_282
1607,therapy,mantra chanting,resorts,intermediate,therapy_package_283
1608,therapy,eye rejuvenator,resorts,intermediate,therapy_package_284
1609,therapy,jasmine salt scrub,resorts,intermediate,therapy_package_285
1610,therapy,physiotherapy,resorts,intermediate,therapy_package_286
1611,therapy,reflexology,resorts,intermediate,therapy_package_287
1612,therapy,grounding salt scrub,resorts,intermediate,therapy_package_288
1613,therapy,grounding aroma cocoon,resorts,intermediate,therapy_package_289
1614,therapy,energising earth wrap detoxification,resorts,intermediate,therapy_package_290
1615,therapy,aroma cocoon,resorts,intermediate,therapy_package_291
1616,therapy,herbal steam bath,resorts,intermediate,therapy_package_292
1617,therapy,trataka,resorts,intermediate,therapy_package_293
1618,therapy,laghu shanka prathalan,resorts,intermediate,therapy_package_294
1619,therapy,calming rose quartz,resorts,intermediate,therapy_package_295
1620,therapy,herbal mud plaster,resorts,intermediate,therapy_package_296
1621,therapy,herbal detox bath,resorts,intermediate,therapy_package_297
1622,therapy,herbal detox mud therapy,resorts,intermediate,therapy_package_298
1623,therapy,vedic meditation,resorts,intermediate,therapy_package_299
1624,therapy,vedic satkriya,resorts,intermediate,therapy_package_300
1625,therapy,yogic satkriya,resorts,intermediate,therapy_package_301
1626,therapy,sarvanga lepa,resorts,intermediate,therapy_package_302
1627,therapy,aroma hot mud plaster,resorts,intermediate,therapy_package_303
1628,therapy,energising scrub,resorts,intermediate,therapy_package_304
1629,therapy,vedic healing,resorts,intermediate,therapy_package_305
1630,therapy,pranayama,resorts,intermediate,therapy_package_306
1631,therapy,prayer,resorts,intermediate,therapy_package_307
1632,therapy,fire ceremony (havan),resorts,intermediate,therapy_package_308
1633,therapy,silence (mauna),resorts,intermediate,therapy_package_309
1634,therapy,chill plunge pool,resorts,intermediate,therapy_package_310
1635,facials,vishuddha harmonizing,resorts,intermediate,facials_package_46
1636,facials,skin freshner,resorts,intermediate,facials_package_47
1637,facials,honey and rose,resorts,intermediate,facials_package_48
1638,facials,rose quartz,resorts,intermediate,facials_package_49
1639,facials,royal facial with eye rejuvenation,resorts,intermediate,facials_package_50
1640,adventure,kayaking,resorts,intermediate,adventure_package_118
1641,adventure,hiking,resorts,intermediate,adventure_package_119
1642,adventure,treking,resorts,intermediate,adventure_package_120
1643,adventure,sailing,resorts,intermediate,adventure_package_121
1644,adventure,diving,resorts,intermediate,adventure_package_122
1645,adventure,cycling,resorts,intermediate,adventure_package_123
1646,adventure,surfing,resorts,intermediate,adventure_package_124
1647,adventure,horse riding,resorts,intermediate,adventure_package_125
1648,adventure,skiing,resorts,intermediate,adventure_package_126
1649,adventure,running,resorts,intermediate,adventure_package_127
1650,adventure,river rafting,resorts,intermediate,adventure_package_128
1651,adventure,waling,resorts,intermediate,adventure_package_129
1652,adventure,wild life safari,resorts,intermediate,adventure_package_130
1653,local,language course,resorts,intermediate,local_package_144
1654,local,kitesurfing,resorts,intermediate,local_package_145
1655,local,astrology,resorts,intermediate,local_package_146
1656,local,photography,resorts,intermediate,local_package_147
1657,local,painting,resorts,intermediate,local_package_148
1658,local,dancing,resorts,intermediate,local_package_149
1659,local,life coaching,resorts,intermediate,local_package_150
1660,local,festivals,resorts,intermediate,local_package_151
1661,local,sightseeing,resorts,intermediate,local_package_152
1662,local,nature walk,resorts,intermediate,local_package_153
1663,local,bird watching,resorts,intermediate,local_package_154
1664,local,art,resorts,intermediate,local_package_155
1665,local,pottery,resorts,intermediate,local_package_156
1666,local,mehandi,resorts,intermediate,local_package_157
1667,local,ganges arati,resorts,intermediate,local_package_158
1668,local,cooking,resorts,intermediate,local_package_159
1669,yoga,hatha,retreat,intermediate,yoga_package_261
1670,yoga,vinyasa,retreat,intermediate,yoga_package_262
1671,yoga,ashtanga,retreat,intermediate,yoga_package_263
1672,yoga,anusara,retreat,intermediate,yoga_package_264
1673,yoga,bikram,retreat,intermediate,yoga_package_265
1674,yoga,kundalini,retreat,intermediate,yoga_package_266
1675,yoga,nada,retreat,intermediate,yoga_package_267
1676,yoga,yin yang,retreat,intermediate,yoga_package_268
1677,yoga,chakra,retreat,intermediate,yoga_package_269
1678,yoga,siddhi,retreat,intermediate,yoga_package_270
1679,yoga,purna,retreat,intermediate,yoga_package_271
1680,yoga,raja,retreat,intermediate,yoga_package_272
1681,yoga,maha,retreat,intermediate,yoga_package_273
1682,yoga,char,retreat,intermediate,yoga_package_274
1683,yoga,bhakti,retreat,intermediate,yoga_package_275
1684,yoga,kriya,retreat,intermediate,yoga_package_276
1685,yoga,power,retreat,intermediate,yoga_package_277
1686,yoga,vipasana,retreat,intermediate,yoga_package_278
1687,yoga,pregnent,retreat,intermediate,yoga_package_279
1688,yoga,prenatal,retreat,intermediate,yoga_package_280
1689,yoga,pranyama,retreat,intermediate,yoga_package_281
1690,yoga,yin,retreat,intermediate,yoga_package_282
1691,yoga,restorative,retreat,intermediate,yoga_package_283
1692,yoga,nidra,retreat,intermediate,yoga_package_284
1693,yoga,flow,retreat,intermediate,yoga_package_285
1694,yoga,teacher training,retreat,intermediate,yoga_package_286
1695,massage,relaxation therapeutic,retreat,intermediate,massage_package_211
1696,massage,ayurveda de stress,retreat,intermediate,massage_package_212
1697,massage,rejuvenation therapeautic,retreat,intermediate,massage_package_213
1698,massage,salt glow,retreat,intermediate,massage_package_214
1699,massage,deep tissue,retreat,intermediate,massage_package_215
1700,massage,manipuri,retreat,intermediate,massage_package_216
1701,massage,grounding aromatherapy,retreat,intermediate,massage_package_217
1702,massage,thai,retreat,intermediate,massage_package_218
1703,massage,indian head,retreat,intermediate,massage_package_219
1704,massage,active,retreat,intermediate,massage_package_220
1705,massage,sports recovery,retreat,intermediate,massage_package_221
1706,massage,swedish,retreat,intermediate,massage_package_222
1707,massage,earth stone,retreat,intermediate,massage_package_223
1708,massage,kundilini back,retreat,intermediate,massage_package_224
1709,massage,anti aging aroma,retreat,intermediate,massage_package_225
1710,massage,detoxifying ayurvedic,retreat,intermediate,massage_package_226
1711,massage,reflexology,retreat,intermediate,massage_package_227
1712,massage,rejuvenation aroma,retreat,intermediate,massage_package_228
1713,massage,healing scrub,retreat,intermediate,massage_package_229
1714,massage,tonic vibro,retreat,intermediate,massage_package_230
1715,massage,merma,retreat,intermediate,massage_package_231
1716,meditation,loving-kindness meditation,retreat,intermediate,meditation_package_81
1717,meditation,body scan or progressive relaxation,retreat,intermediate,meditation_package_82
1718,meditation,mindfulness meditation,retreat,intermediate,meditation_package_83
1719,meditation,breath awareness meditation,retreat,intermediate,meditation_package_84
1720,meditation,kundalini yoga,retreat,intermediate,meditation_package_85
1721,meditation,zen meditation,retreat,intermediate,meditation_package_86
1722,meditation,transcendental meditation,retreat,intermediate,meditation_package_87
1723,meditation,focussed attention meditation,retreat,intermediate,meditation_package_88
1724,naturopathy,mud pack,retreat,intermediate,naturopathy_package_171
1725,naturopathy,hydrotherapy,retreat,intermediate,naturopathy_package_172
1726,naturopathy,hip bath,retreat,intermediate,naturopathy_package_173
1727,naturopathy,spinal bath,retreat,intermediate,naturopathy_package_174
1728,naturopathy,jet spray,retreat,intermediate,naturopathy_package_175
1729,naturopathy,jacuzzi,retreat,intermediate,naturopathy_package_176
1730,naturopathy,pranayama,retreat,intermediate,naturopathy_package_177
1731,naturopathy,sunbath,retreat,intermediate,naturopathy_package_178
1732,naturopathy,fasting,retreat,intermediate,naturopathy_package_179
1733,naturopathy,aromatic hydrotherapy,retreat,intermediate,naturopathy_package_180
1734,naturopathy,stimulating jet blitz showers,retreat,intermediate,naturopathy_package_181
1735,naturopathy,jal neti,retreat,intermediate,naturopathy_package_182
1736,naturopathy,kunjal kriya,retreat,intermediate,naturopathy_package_183
1737,naturopathy,message therapy,retreat,intermediate,naturopathy_package_184
1738,naturopathy,chromo therapy,retreat,intermediate,naturopathy_package_185
1739,naturopathy,diet therapy,retreat,intermediate,naturopathy_package_186
1740,naturopathy,sauna,retreat,intermediate,naturopathy_package_187
1741,ayurvedic,abhyanga,retreat,intermediate,ayurvedic_package_301
1742,ayurvedic,takradhara,retreat,intermediate,ayurvedic_package_302
1743,ayurvedic,narangakizi,retreat,intermediate,ayurvedic_package_303
1744,ayurvedic,sirodhara,retreat,intermediate,ayurvedic_package_304
1745,ayurvedic,pizichil,retreat,intermediate,ayurvedic_package_305
1746,ayurvedic,mukh lepa,retreat,intermediate,ayurvedic_package_306
1747,ayurvedic,tan lepa,retreat,intermediate,ayurvedic_package_307
1748,ayurvedic,navarakizi,retreat,intermediate,ayurvedic_package_308
1749,ayurvedic,choorna swedana,retreat,intermediate,ayurvedic_package_309
1750,ayurvedic,janu vasti,retreat,intermediate,ayurvedic_package_310
1751,ayurvedic,udh warthana,retreat,intermediate,ayurvedic_package_311
1752,ayurvedic,lepam,retreat,intermediate,ayurvedic_package_312
1753,ayurvedic,nijavarakizi,retreat,intermediate,ayurvedic_package_313
1754,ayurvedic,kati vasti,retreat,intermediate,ayurvedic_package_314
1755,ayurvedic,thalapizhichil,retreat,intermediate,ayurvedic_package_315
1756,ayurvedic,siro vasthy,retreat,intermediate,ayurvedic_package_316
1757,ayurvedic,snehapanam,retreat,intermediate,ayurvedic_package_317
1758,ayurvedic,swedana karma,retreat,intermediate,ayurvedic_package_318
1759,ayurvedic,oil message,retreat,intermediate,ayurvedic_package_319
1760,ayurvedic,elakizi,retreat,intermediate,ayurvedic_package_320
1761,ayurvedic,polikizi,retreat,intermediate,ayurvedic_package_321
1762,ayurvedic,nasyam,retreat,intermediate,ayurvedic_package_322
1763,ayurvedic,virechanam,retreat,intermediate,ayurvedic_package_323
1764,ayurvedic,vasathy,retreat,intermediate,ayurvedic_package_324
